Mod:Item:MetaData, Localized Name
extrautils2:goldenlasso:0, Golden Lasso
extrautils2:goldenlasso:1, Cursed Lasso
extrautils2:angelring:0, Angel Ring
extrautils2:angelring:1, Angel Ring
extrautils2:angelring:2, Angel Ring
extrautils2:angelring:3, Angel Ring
extrautils2:angelring:4, Angel Ring
extrautils2:angelring:5, Angel Ring
extrautils2:powermanager, Power Manager
extrautils2:bagofholding, Bag Of Holding
extrautils2:decorativeglass:0, Thickened Glass
extrautils2:decorativeglass:1, Thickened Glass (Bordered)
extrautils2:decorativeglass:2, Thickened Glass (Patterned)
extrautils2:decorativeglass:3, Dark Glass
extrautils2:decorativeglass:4, Glowing Glass
extrautils2:decorativeglass:5, Redstone Glass
extrautils2:ineffableglass:0, Ethereal Glass
extrautils2:ineffableglass:1, Reverse Ethereal Glass
extrautils2:ineffableglass:2, Ineffable Glass
extrautils2:ineffableglass:3, Dark Ineffable Glass
extrautils2:pipe, Transfer Pipe
extrautils2:playerchest, Player Chest
extrautils2:wrench, Wrench
extrautils2:boomerang, Magical Boomerang
extrautils2:book, Extra Utilities 2 Manual
extrautils2:contract, Contract
extrautils2:chunkloader, Chunk Loading Ward
extrautils2:filter, Filter
extrautils2:filterfluids, Filter Fluids
extrautils2:grocket:0, Transfer Node (Items)
extrautils2:grocket:1, Transfer Filter
extrautils2:grocket:2, Transfer Node (Fluids)
extrautils2:grocket:3, Retrieval Node (Items)
extrautils2:grocket:4, Retrieval Node (Fluids)
extrautils2:grocket:5, Transfer Pipe Filter
extrautils2:indexer, Indexer
extrautils2:indexerremote, Indexer Remote
extrautils2:crafter, Mechanical Crafter
extrautils2:scanner, Scanner
extrautils2:miner, Mechanical Miner
extrautils2:user, Mechanical User
extrautils2:klein:0, Klein Bottle
extrautils2:drum:0, Stone Drum
extrautils2:drum:1, Iron Drum
extrautils2:drum:2, Reinforced Large Drum
extrautils2:drum:3, Demonically Gargantuan Drum
extrautils2:drum:4, Creative Drum
extrautils2:machine:0, Machine Block
extrautils2:machine:0, Furnace
extrautils2:machine:0, Crusher
extrautils2:machine:0, Survival Generator
extrautils2:machine:0, Furnace Generator
extrautils2:machine:0, Culinary Generator
extrautils2:machine:0, Magmatic Generator
extrautils2:machine:0, Heated Redstone Generator
extrautils2:machine:0, Ender Generator
extrautils2:machine:0, Potion Generator
extrautils2:machine:0, Pink Generator
extrautils2:machine:0, Overclocked Generator
extrautils2:machine:0, Explosive Generator
extrautils2:machine:0, Netherstar Generator
extrautils2:machine:0, Halitosis Generator
extrautils2:machine:0, Frosty Generator
extrautils2:machine:0, Death Generator
extrautils2:machine:0, Dischantment Generator
extrautils2:machine:0, Slimey Generator
extrautils2:teleporter:0, Overworld Portal
extrautils2:teleporter:1, Deep Dark Portal
extrautils2:powertransmitter, Wireless RF Transmitter
extrautils2:powerbattery, Wireless RF Battery
extrautils2:quarryproxy, Quantum Quarry Actuator
extrautils2:quarry, Quantum Quarry
extrautils2:spike_wood, Wooden Spikes
extrautils2:spike_stone, Stone Spikes
extrautils2:spike_iron, Iron Spikes
extrautils2:spike_gold, Golden Spikes
extrautils2:spike_diamond, Diamond Spikes
extrautils2:spike_creative, Creative Spikes
extrautils2:redstonelantern, Redstone Lantern
extrautils2:minichest, Mini Chest
extrautils2:rainbowgenerator:0, Rainbow Generator!
extrautils2:rainbowgenerator:1, Rainbow Generator (bottom half)
extrautils2:rainbowgenerator:2, Rainbow Generator (top half)
extrautils2:magicapple, Magical Apple
extrautils2:simpledecorative:0, Block of Enchanted Metal
extrautils2:simpledecorative:1, Block of Demon Metal
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:trowel, Trowel
extrautils2:biomemarker, Biome Marker
extrautils2:terraformer:0, Terraformer
extrautils2:terraformer:1, Antenna
extrautils2:terraformer:2, Humidifier
extrautils2:terraformer:3, Dehumidifier
extrautils2:terraformer:4, Heater
extrautils2:terraformer:5, Cooler
extrautils2:terraformer:6, Dehostilifier
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:fireaxe, Fire Axe
zerocore:debugtool, Debug Tool
bigreactors:brore:0, Йелоритовая руда
bigreactors:brore:1, Англезитовая руда
bigreactors:brore:2, Бенитоитовая руда
bigreactors:blockmetals:0, Йеллориумовый блок
bigreactors:blockmetals:1, Цианитовый блок
bigreactors:blockmetals:2, Графитовый блок
bigreactors:blockmetals:3, Блутониевый блок
bigreactors:blockmetals:4, Лудикритовый блок
bigreactors:blockmetals:5, Стальной блок
bigreactors:reactorcasing:0, Реакторный корпус (Старый)
bigreactors:reactorglass:0, Реакторное стекло (Старое)
bigreactors:reactorcontroller:0, Реакторный контроллер (Старый)
bigreactors:reactorpowertaprf:0, Реакторная "Redstone Flux" розетка (Старая)
bigreactors:reactorpowertaptesla:0, Реакторная "Tesla" розетка (Старая)
bigreactors:reactoraccessport:0, Реакторный порт доступа (Старый)
bigreactors:reactorcoolantport:0, Реакторный порт охлаждения (Старый)
bigreactors:reactorcontrolrod:0, Реакторный контролирующий стержень (Старый)
bigreactors:reactorrednetport:0, Реакторный RedNet порт (Старый)
bigreactors:reactorcomputerport:0, Компьютерный порт реактора (Старый)
bigreactors:reactorredstoneport:0, Редстоуновый порт реактора (Старый)
bigreactors:reactorfuelrod:0, Реакторный топливный стержень (Старый)
bigreactors:reactorcreativecoolantport:0, Реакторный творческий порт охлаждения (Старый)
bigreactors:turbineglass:0, Турбинное стекло (Старое)
bigreactors:turbinehousing:0, Турбинный корпус (Старый)
bigreactors:turbinecontroller:0, Турбинный контроллер (Старый)
bigreactors:turbinepowertaprf:0, Турбинная "Redstone Flux" розетка (Старая)
bigreactors:turbinepowertaptesla:0, Турбинная "Tesla" розетка (Старая)
bigreactors:turbinecomputerport:0, Компьютерный порт турбины (Старый)
bigreactors:turbinefluidport:0, Турбинный порт жидкостей (Старый)
bigreactors:turbinebearing:0, Подшипник ротора турбины (Старый)
bigreactors:turbinerotorshaft:0, Вал ротора турбины (Старый)
bigreactors:turbinerotorblade:0, Лезвие ротора турбины (Старое)
bigreactors:turbinecreativesteamgenerator:0, Турбинный творческий генератор пара (Старый)
bigreactors:ingotmetals:0, Йеллориумовый слиток
bigreactors:ingotmetals:1, Цианитовый слиток
bigreactors:ingotmetals:2, Графитовый слиток
bigreactors:ingotmetals:3, Блутониевый слиток
bigreactors:ingotmetals:4, Лудикритовый слиток
bigreactors:ingotmetals:5, Стальной слиток
bigreactors:dustmetals:0, Йеллориумовая пыль
bigreactors:dustmetals:1, Цианитовая пыль
bigreactors:dustmetals:2, Графитовая пыль
bigreactors:dustmetals:3, Блутониевая пыль
bigreactors:dustmetals:4, Лудикритовая пыль
bigreactors:dustmetals:5, Стальная пыль
bigreactors:minerals:0, Англезит (PbSO4)
bigreactors:minerals:1, Бенитоит (BaTiSi3O9)
bigreactors:reactorcasingcores:0, Ядро реакторного корпуса (Старое)
bigreactors:turbinehousingcores:0, Ядро турбинного корпуса (Старое)
bigreactors:wrench, Гаечный ключ
flatcoloredblocks:coloredcraftingitem, Colored Block Crafter
flatcoloredblocks:flatcoloredblock0:0, Dark Red Block #0
flatcoloredblocks:flatcoloredblock0:1, Dark Red Block #1
flatcoloredblocks:flatcoloredblock0:2, Dark Red Block #2
flatcoloredblocks:flatcoloredblock0:3, Dark Red Block #3
flatcoloredblocks:flatcoloredblock0:4, Red Block #4
flatcoloredblocks:flatcoloredblock0:5, Red Block #5
flatcoloredblocks:flatcoloredblock0:6, Red Block #6
flatcoloredblocks:flatcoloredblock0:7, Light Red Block #7
flatcoloredblocks:flatcoloredblock0:8, Light Red Block #8
flatcoloredblocks:flatcoloredblock0:9, Light Red Block #9
flatcoloredblocks:flatcoloredblock0:10, Dark Red Block #10
flatcoloredblocks:flatcoloredblock0:11, Dark Red Block #11
flatcoloredblocks:flatcoloredblock0:12, Dark Red Block #12
flatcoloredblocks:flatcoloredblock0:13, Dark Red Block #13
flatcoloredblocks:flatcoloredblock0:14, Red Block #14
flatcoloredblocks:flatcoloredblock0:15, Red Block #15
flatcoloredblocks:flatcoloredblock1:0, Red Block #16
flatcoloredblocks:flatcoloredblock1:1, Light Red Block #17
flatcoloredblocks:flatcoloredblock1:2, Light Red Block #18
flatcoloredblocks:flatcoloredblock1:3, Light Red Block #19
flatcoloredblocks:flatcoloredblock1:4, Dark Red Block #20
flatcoloredblocks:flatcoloredblock1:5, Dark Red Block #21
flatcoloredblocks:flatcoloredblock1:6, Dark Red Block #22
flatcoloredblocks:flatcoloredblock1:7, Dark Red Block #23
flatcoloredblocks:flatcoloredblock1:8, Red Block #24
flatcoloredblocks:flatcoloredblock1:9, Red Block #25
flatcoloredblocks:flatcoloredblock1:10, Red Block #26
flatcoloredblocks:flatcoloredblock1:11, Red Block #27
flatcoloredblocks:flatcoloredblock1:12, Red Block #28
flatcoloredblocks:flatcoloredblock1:13, Red Block #29
flatcoloredblocks:flatcoloredblock1:14, Dark Red Block #30
flatcoloredblocks:flatcoloredblock1:15, Dark Red Block #31
flatcoloredblocks:flatcoloredblock2:0, Dark Red Block #32
flatcoloredblocks:flatcoloredblock2:1, Dark Red Block #33
flatcoloredblocks:flatcoloredblock2:2, Red Block #34
flatcoloredblocks:flatcoloredblock2:3, Red Block #35
flatcoloredblocks:flatcoloredblock2:4, Red Block #36
flatcoloredblocks:flatcoloredblock2:5, Red Block #37
flatcoloredblocks:flatcoloredblock2:6, Red Block #38
flatcoloredblocks:flatcoloredblock2:7, Red Block #39
flatcoloredblocks:flatcoloredblock2:8, Dark Red Block #40
